modality,feature_set,model,primary_metric_name,primary_metric,MAcc,Se,Sp,macro_f1,auc_roc,accuracy,n_train,n_test,cm_figure,train_time_s,n_train_segments,n_test_segments,n_train_recordings,n_test_recordings,n_train_patients,n_test_patients,params,cm_figure_path,best_val_score,epochs_ran,lr,curve_png,learning_curve_png,ckpt_path,seed,arch
heart,log_mel_64x128,cnn,MAcc,0.8167375025298522,0.8167375025298522,0.73224043715847,0.9012345679012346,0.8023127289664377,0.8724579669732473,0.8673245614035088,29142,912,cm_heart_log_mel_64x128_cnn.png,138.866603622213,29142,6325,2095,912,611,263,97890,/root/dsba_project/results/figures/circor_cnn_seed42/cm_heart_log_mel_64x128_cnn.png,0.7781193372663974,20,0.001,/root/dsba_project/results/figures/circor_cnn_seed42/learning_curve_heart_cnn.png,/root/dsba_project/results/figures/circor_cnn_seed42/learning_curve_heart_cnn.png,/root/dsba_project/results/figures/circor_cnn_seed42/ckpt_heart_cnn.pt,42,cnn
heart,log_mel_64x128,effnet_b0,MAcc,0.7805100182149363,0.7805100182149363,0.6721311475409836,0.8888888888888888,0.7687689145668464,0.8277976418029039,0.8453947368421053,29142,912,cm_heart_log_mel_64x128_effnet_b0.png,404.83155356906354,29142,6325,2095,912,611,263,4010110,/root/dsba_project/results/figures/circor_effnet_seed42/cm_heart_log_mel_64x128_effnet_b0.png,0.7313968533249166,10,0.0001,/root/dsba_project/results/figures/circor_effnet_seed42/learning_curve_heart_effnet_b0.png,/root/dsba_project/results/figures/circor_effnet_seed42/learning_curve_heart_effnet_b0.png,/root/dsba_project/results/figures/circor_effnet_seed42/ckpt_heart_effnet_b0.pt,42,effnet_b0
heart,log_mel_64x128,cnn,MAcc,0.8099912298455103,0.8099912298455103,0.6775956284153005,0.9423868312757202,0.8210635714632606,0.8746542535249275,0.8892543859649122,29142,912,cm_heart_log_mel_64x128_cnn.png,89.68041579797864,29142,6325,2095,912,611,263,97890,/root/dsba_project/results/figures/circor_cnn_seed1/cm_heart_log_mel_64x128_cnn.png,0.8482343259328591,12,0.001,/root/dsba_project/results/figures/circor_cnn_seed1/learning_curve_heart_cnn.png,/root/dsba_project/results/figures/circor_cnn_seed1/learning_curve_heart_cnn.png,/root/dsba_project/results/figures/circor_cnn_seed1/ckpt_heart_cnn.pt,1,cnn
heart,log_mel_64x128,effnet_b0,MAcc,0.7478468146349142,0.7478468146349142,0.546448087431694,0.9492455418381345,0.7726063829787234,0.8357657394289655,0.868421052631579,29142,912,cm_heart_log_mel_64x128_effnet_b0.png,488.0144923971966,29142,6325,2095,912,611,263,4010110,/root/dsba_project/results/figures/circor_effnet_seed1/cm_heart_log_mel_64x128_effnet_b0.png,0.8145414756130946,12,0.0001,/root/dsba_project/results/figures/circor_effnet_seed1/learning_curve_heart_effnet_b0.png,/root/dsba_project/results/figures/circor_effnet_seed1/learning_curve_heart_effnet_b0.png,/root/dsba_project/results/figures/circor_effnet_seed1/ckpt_heart_effnet_b0.pt,1,effnet_b0
heart,log_mel_64x128,cnn,MAcc,0.8023791855000113,0.8023791855000113,0.7103825136612022,0.8943758573388203,0.7880055788005579,0.8571064486871004,0.8574561403508771,29142,912,cm_heart_log_mel_64x128_cnn.png,121.85531385056674,29142,6325,2095,912,611,263,97890,/root/dsba_project/results/figures/circor_cnn_seed2/cm_heart_log_mel_64x128_cnn.png,0.8223036977996764,17,0.001,/root/dsba_project/results/figures/circor_cnn_seed2/learning_curve_heart_cnn.png,/root/dsba_project/results/figures/circor_cnn_seed2/learning_curve_heart_cnn.png,/root/dsba_project/results/figures/circor_cnn_seed2/ckpt_heart_cnn.pt,2,cnn
heart,log_mel_64x128,effnet_b0,MAcc,0.7526591558164115,0.7526591558164115,0.5409836065573771,0.9643347050754458,0.7851488880512627,0.8364253749803234,0.8793859649122807,29142,912,cm_heart_log_mel_64x128_effnet_b0.png,496.8266929676756,29142,6325,2095,912,611,263,4010110,/root/dsba_project/results/figures/circor_effnet_seed2/cm_heart_log_mel_64x128_effnet_b0.png,0.7682234620679661,13,0.0001,/root/dsba_project/results/figures/circor_effnet_seed2/learning_curve_heart_effnet_b0.png,/root/dsba_project/results/figures/circor_effnet_seed2/learning_curve_heart_effnet_b0.png,/root/dsba_project/results/figures/circor_effnet_seed2/ckpt_heart_effnet_b0.pt,2,effnet_b0
